VaR,ES
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.900729389,2.319112001
1.886834304,2.306251908
1.886834304,2.306251908
1.886834304,2.306251908
1.901368616,2.320878111
1.901368616,2.320878111
1.901368616,2.320878111
1.901368616,2.320878111
1.901368616,2.320878111
1.888423246,2.310667745
1.888423246,2.310667745
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.904093349,2.328429794
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.888338383,2.310431568
1.904105244,2.328462844
1.904105244,2.328462844
1.904105244,2.328462844
1.920007433,2.347225424
1.920007433,2.347225424
1.905610493,2.33265123
1.905610493,2.33265123
1.905610493,2.33265123
1.929683898,2.37433285
1.929683898,2.37433285
1.929683898,2.37433285
1.929683898,2.37433285
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.938925259,2.379300037
1.928858159,2.372000595
1.928858159,2.372000595
1.928858159,2.372000595
1.928858159,2.372000595
1.928858159,2.372000595
1.928858159,2.372000595
1.928858159,2.372000595
1.928858159,2.372000595
1.916311864,2.362770301
1.916311864,2.362770301
1.916311864,2.362770301
1.916311864,2.362770301
1.929040123,2.372514237
