VaR,ES
1.714326811,2.403402901
1.714326811,2.403402901
1.724043484,2.411632357
1.737866664,2.456837042
1.744916946,2.472041731
1.744916946,2.472041731
1.744916946,2.472041731
1.758866655,2.523607764
1.758866655,2.523607764
1.775817037,2.562083497
1.775817037,2.562083497
1.783360769,2.5553717
1.783360769,2.5553717
1.783360769,2.5553717
1.792920481,2.58538283
1.792920481,2.58538283
1.797832086,2.58639931
1.797832086,2.58639931
1.797832086,2.58639931
1.797832086,2.58639931
1.809963256,2.616310734
1.809963256,2.616310734
1.809963256,2.616310734
1.829762882,2.625188817
1.84430062,2.657799354
1.84430062,2.657799354
1.84430062,2.657799354
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.863039609,2.63074174
1.849021307,2.678126308
1.861852591,2.625923914
1.861852591,2.625923914
1.861852591,2.625923914
1.861852591,2.625923914
1.861852591,2.625923914
1.861852591,2.625923914
1.861852591,2.625923914
1.861852591,2.625923914
1.861852591,2.625923914
1.861852591,2.625923914
1.861852591,2.625923914
1.87000311,2.612264893
1.87000311,2.612264893
1.87000311,2.612264893
1.87000311,2.612264893
1.87000311,2.612264893
1.87000311,2.612264893
1.87000311,2.612264893
1.872420514,2.606212789
1.876464783,2.61908911
1.874434595,2.61412556
1.881744744,2.640065014
1.881289739,2.641356271
1.874226106,2.62905598
1.874226106,2.62905598
1.874226106,2.62905598
1.874226106,2.62905598
1.874226106,2.62905598
1.874226106,2.62905598
1.874226106,2.62905598
1.874226106,2.62905598
1.874226106,2.62905598
1.872082828,2.634413049
1.872082828,2.634413049
1.872082828,2.634413049
1.872082828,2.634413049
1.881066575,2.656634926
1.881066575,2.656634926
1.881066575,2.656634926
1.887161564,2.665055045
1.896134692,2.698662942
1.885912145,2.659983036
1.885912145,2.659983036
1.885912145,2.659983036
1.885912145,2.659983036
1.894339667,2.69123646
1.894339667,2.69123646
1.894339667,2.69123646
1.894339667,2.69123646
1.906110311,2.679176649
1.906110311,2.679176649
1.906110311,2.679176649
1.906110311,2.679176649
1.906110311,2.679176649
1.906110311,2.679176649
1.906110311,2.679176649
1.906110311,2.679176649
1.906110311,2.679176649
1.906110311,2.679176649
1.906110311,2.679176649
1.893251604,2.686751317
1.893251604,2.686751317
1.893251604,2.686751317
1.893251604,2.686751317
1.893251604,2.686751317
1.893251604,2.686751317
1.903642243,2.669290954
1.912560563,2.666187033
1.912560563,2.666187033
1.912560563,2.666187033
1.912560563,2.666187033
1.912560563,2.666187033
1.912560563,2.666187033
1.912560563,2.666187033
1.902681615,2.66545947
1.902681615,2.66545947
1.92612887,2.72046408
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.942116697,2.762881878
1.94287729,2.76126357
1.94287729,2.76126357
1.94287729,2.76126357
1.94287729,2.76126357
1.94287729,2.76126357
1.94287729,2.76126357
1.94287729,2.76126357
1.94287729,2.76126357
1.937250623,2.742847264
1.949535466,2.789003177
1.949535466,2.789003177
