loss
0
0.000363933
-0.018050048
0.027458401
-0.001634053
0.009693792
0.026184169
0.009109933
0.013772702
2.0681E-05
-0.002134847
-0.019086634
-0.006956049
-0.017255129
-0.043062302
0.047208729
0.014553954
0.016380768
0.003385532
0.01629465
0.016500265
-0.011887185
0.022229622
-0.039384897
-0.004091828
-0.00013529
-0.004933888
0.035959813
0.019638666
0.025364107
-0.025625177
0.00918409
-0.009341419
0.011448448
0.001732558
0.01855152
0.002398646
0.013662793
0.018932891
-0.008944048
0.010484668
0.00447746
0.009878026
0.022268179
0.000828099
-0.002991038
0.011304428
0.023168555
-0.017980693
-0.024598416
0.040953328
0.029975995
-0.010828898
-0.130667707
0.001915315
-0.109409418
-0.153860428
0.114744133
-0.011096597
0.089284323
0.044312037
