Linearized loss
0
-0.000135214
0.018150907
-0.027584688
0.002027443
-0.010062121
-0.026122064
-0.009291602
-0.013731638
6.87079E-05
0.002058199
0.019611283
0.007968006
0.016760055
0.041726952
-0.048054038
-0.01451105
-0.016929731
-0.004013975
-0.016160627
-0.016427165
0.011636258
-0.022184789
0.04024707
0.004420023
0.000773316
0.004899427
-0.036915748
-0.020451215
-0.026483822
0.026672056
-0.009662352
0.009959189
-0.012146368
-0.001797528
-0.018820341
-0.002616626
-0.014197393
-0.019647167
0.009167885
-0.010272291
-0.004385939
-0.009199856
-0.021428017
-0.000896526
0.002730936
-0.010411392
-0.022726933
0.018890101
0.025369432
-0.039562969
-0.026559703
0.011065086
0.125306619
0.00128583
0.116364256
0.187733226
-0.153504997
0.022251191
-0.113487815
-0.032325555
