DIA
0.020868449
0.027796179
0.021155871
0.001150498
-0.060000842
0.039422717
0.011232732
0.011769607
0.026000915
-0.024690468
-0.001259788
0.006788403
0.059302541
0.015976416
0.037377223
0.019380356
0.023413975
-0.014958981
0.042798111
-0.043656575
0.023028306
0.029122873
0.036248231
0.031569245
-0.053326249
0.041921214
0.009184087
0.008145327
0.011467463
0.007663669
-0.014533458
0.035032961
-0.002355202
0.020564187
0.028986506
0.000920847
-0.035962237
0.057979102
-0.018392335
0.004025579
0.012983315
-0.02145604
0.005829487
-0.06406762
-0.013651421
0.082315281
0.00741464
-0.016118042
-0.056352315
0.007316785
0.070556021
0.006090051
0.003847444
0.009573268
0.028986216
0.002494344
-0.004382441
-0.00785515
0.057748696
0.033600958
0.00527327
0.050079108
-0.005966637
0.014076518
0.007332662
0.017156598
0.026374636
0.006174131
0.021461069
0.043686884
0.041059282
0.020810124
0.055832903
-0.041386567
-0.033980355
0.001115062
0.013688005
-0.004462708
0.047322579
0.024205485
0.019405363
-0.050642473
0.019428225
-0.088670046
0.070758282
0.038706979
0.001539758
0.025974294
-0.065903092
0.070995802
0.01081235
-0.013851384
0.021325486
0.005458145
0.039827586
0.017712201
