Date,Adj Close,log return
2012/1/3,20.011675,0.014459651
2012/1/4,20.303139,-0.000611127
2012/1/5,20.290735,-0.001733622
2012/1/6,20.255589,0.003667512
2012/1/9,20.330013,0.001219275
2012/1/10,20.354816,-0.003357071
2012/1/11,20.286598,0.009734588
2012/1/12,20.485044,-0.008105676
2012/1/13,20.31967,0.009517271
2012/1/17,20.513981,0.016192329
2012/1/18,20.848854,0.007113163
2012/1/19,20.997684,0.001770579
2012/1/20,21.034895,-0.001967763
2012/1/23,20.993544,0.006380143
2012/1/24,21.127914,0.009736423
2012/1/25,21.334629,-0.008856127
2012/1/26,21.146521,-0.001859338
2012/1/27,21.107239,0.012457731
2012/1/30,21.371832,0.005786333
2012/1/31,21.495855,-0.002310368
2012/2/1,21.446249,-0.00900441
2012/2/2,21.254005,0.006591663
2012/2/3,21.394567,-0.000386434
2012/2/6,21.386301,0.007415241
2012/2/7,21.545475,0.016178389
2012/2/8,21.896881,-0.001606221
2012/2/9,21.861738,-0.003314786
2012/2/10,21.789391,-0.001804201
2012/2/13,21.750114,0.013311489
2012/2/14,22.041576,-0.000281417
2012/2/15,22.035374,-0.004135859
2012/2/16,21.944427,0.004886189
2012/2/17,22.051914,-0.016350032
2012/2/21,21.694296,0.007404884
2012/2/22,21.855536,0.003870283
2012/2/23,21.940287,0.001412247
2012/2/24,21.971294,0.008244992
2012/2/27,22.153196,0.002423258
2012/2/28,22.206944,0.004550681
2012/2/29,22.308231,0.019161639
2012/3/1,22.739815,0.001840975
2012/3/2,22.781717,0.004587534
2012/3/5,22.886469,-0.01754602
2012/3/6,22.488405,0.002233634
2012/3/7,22.538692,0.002970026
2012/3/8,22.605732,0.019093609
2012/3/9,23.041504,-0.004830692
2012/3/12,22.930466,0.011898164
2012/3/13,23.204926,-0.004162121
2012/3/14,23.108545,0.003891064
2012/3/15,23.198637,0.004415369
2012/3/16,23.301294,0.008148701
2012/3/19,23.491945,-0.003484063
2012/3/20,23.41024,-0.011702562
2012/3/21,23.137877,0.0049677
2012/3/22,23.253105,-0.032693833
2012/3/23,22.505165,0.010464771
2012/3/26,22.741913,-0.006191431
2012/3/27,22.601543,-0.006043433
2012/3/28,22.465364,0.005765095
2012/3/29,22.595253,0.005455841
2012/3/30,22.718866,0.005334166
2012/4/2,22.840376,0.003205487
2012/4/3,22.913708,0.001096515
2012/4/4,22.938847,0.00818617
2012/4/5,23.127399,0.002713999
2012/4/9,23.190252,-0.038964145
2012/4/10,22.304041,0.016673806
2012/4/11,22.679052,0.003688625
2012/4/12,22.762861,0.004774712
2012/4/13,22.871807,0.002104613
2012/4/16,22.919994,0.003922838
2012/4/17,23.010082,0.006624444
2012/4/18,23.163017,-0.008629444
2012/4/19,22.963993,0.010527093
2012/4/20,23.207014,-0.009251126
2012/4/23,22.993313,-0.027715319
2012/4/24,22.364796,0.021133495
2012/4/25,22.842472,0.012034132
2012/4/26,23.119022,0.002624562
2012/4/27,23.179779,0.011055635
2012/4/30,23.437468,-0.0051082
2012/5/1,23.31805,0.02642233
2012/5/2,23.942379,0.001049345
2012/5/3,23.967516,-0.02289994
2012/5/4,23.424898,-0.003494053
2012/5/7,23.343193,-0.024438925
2012/5/8,22.779625,-0.005348916
2012/5/9,22.658104,-0.005470112
2012/5/10,22.5345,0.006486979
2012/5/11,22.681156,-0.00732418
2012/5/14,22.515642,-0.002328915
2012/5/15,22.463266,-0.002054036
2012/5/16,22.417173,-0.025174049
2012/5/17,21.859886,0.010487458
2012/5/18,22.090347,0.01683402
2012/5/21,22.465364,0.011313233
2012/5/22,22.720963,-0.008612409
2012/5/23,22.526121,-0.000372037
2012/5/24,22.517742,0.012114358
2012/5/25,22.792189,0.019389958
2012/5/29,23.238441,-0.021045622
2012/5/30,22.754484,0.009379947
2012/5/31,22.968924,-0.03365298
2012/6/1,22.208813,0.00095565
2012/6/4,22.230047,0.007706693
2012/6/5,22.402029,0.014677075
2012/6/6,22.73325,0.002704838
2012/6/7,22.794823,0.011852105
2012/6/8,23.066597,-0.010921318
2012/6/11,22.81605,0.001302094
2012/6/12,22.845778,-0.051293023
2012/6/13,21.703495,-0.021757465
