PG
-0.050427518
0.07013419
-0.006081625
-0.046156551
-0.021441248
-0.0168369
0.060958398
0.040239248
0.031785494
0.006446719
0.008485534
-0.028175281
0.109805293
0.013479774
0.011485372
0.003543851
-0.000130691
0.002992138
0.049550604
-0.030472041
-0.029973843
0.073815429
0.042074699
-0.033934614
-0.053109832
0.026277079
0.024363843
0.031858016
-0.02155093
-0.027608904
-0.008340058
0.072212812
0.007551542
0.048925668
0.035569436
0.007271779
-0.070501739
0.009915979
-0.038192023
-0.022094433
-0.014186262
-0.00191538
-0.011725377
-0.081880819
0.017811464
0.068834529
-0.02036838
0.059271982
0.036984242
-0.017286547
0.024847498
-0.018814755
0.011417238
0.043818392
0.018607013
0.019896526
0.027563173
-0.025736352
-0.051293231
0.019455546
0.048900311
0.038847354
-0.013486796
-0.020823841
0.008664859
-0.010727999
0.049058834
0.015839464
-0.014079231
-0.044885685
0.041405601
0.020784863
-0.054600351
-0.094939541
0.009632614
-0.082395132
0.011408333
0.064692353
0.044525887
0.02527148
0.003369797
0.072226524
0.063671249
-0.02778705
0.056193817
0.021331965
0.054307554
0.030119328
-0.034102354
0.063438602
0.080184344
0.018383053
0.033934766
0.007411359
-0.019873307
0.023000675
