ORCL
0.089209329
0.036203173
-0.003081562
0.010228515
-0.104982706
0.115135329
0.018762194
0.04689637
-0.006021242
-0.01019283
0.034780348
0.040394122
0.063656682
-0.036419899
-0.057399032
0.013823115
0.030050302
-0.095280468
0.055840058
-0.01526262
0.040294338
0.013516393
0.052054246
0.080804966
-0.033016771
0.058166743
0.04499634
0.002243132
0.027504967
-0.036103482
-0.000553177
0.027833712
-0.0814883
0.023005536
0.082541389
0.058611295
-0.068237557
0.045043214
-0.015408256
0.014332841
-0.002984711
-0.076179693
-0.005249342
-0.07403118
-0.026500812
0.07657096
0.003341288
-0.064658189
-0.001925944
0.012860569
0.106420568
-0.022280502
0.008493735
0.017996221
0.006355507
0.004376384
-0.048208143
-0.018270844
0.045039917
-0.044259471
0.046176032
0.059993727
0.046338511
0.012114268
0.00951865
0.099527431
-0.000432233
0.007979339
-0.040135123
0.055333473
-0.036818894
-0.036956898
0.09112717
-0.017993926
-0.102141996
0.002381418
0.022730827
-0.058620029
0.08287429
0.018700008
0.059534235
-0.050178367
-0.001639302
-0.076919952
0.110573439
0.037128185
0.029858595
0.034184578
-0.08936378
0.118573289
-0.007790564
-0.078297581
0.05548152
-0.005411065
0.029831312
-0.057934069
