Date,Adj Close,log return
2012/1/3,49.25412,-0.010329997
2012/1/4,48.747944,-0.004868488
2012/1/5,48.511192,-0.007093717
2012/1/6,48.168285,0.003046118
2012/1/9,48.315235,-0.002368267
2012/1/10,48.200947,0.006078939
2012/1/11,48.49485,0.001681959
2012/1/12,48.576485,0.000672054
2012/1/13,48.609142,0.005193372
2012/1/17,48.862244,0.002669643
2012/1/18,48.992863,0.009948722
2012/1/19,49.482712,0.006577896
2012/1/20,49.809277,-0.001640517
2012/1/23,49.727631,0.007849639
2012/1/24,50.119511,0.001302337
2012/1/25,50.184826,-0.008167334
2012/1/26,49.776619,-0.00427355
2012/1/27,49.56435,0.009671317
2012/1/30,50.046028,0.00097838
2012/1/31,50.095016,0.013275316
2012/2/1,50.764477,-0.003867293
2012/2/2,50.568535,0.001451845
2012/2/3,50.642006,-0.002420842
2012/2/6,50.519558,-0.003075317
2012/2/7,50.364433,-0.001135413
2012/2/8,50.307281,0.005502623
2012/2/9,50.584866,-0.000968763
2012/2/10,50.535885,-0.001778655
2012/2/13,50.446079,0.006934991
2012/2/14,50.797138,-0.007420578
2012/2/15,50.421589,0.00452321
2012/2/16,50.650173,0.007067126
2012/2/17,51.009392,-0.039335819
2012/2/21,49.041847,-0.024775871
2012/2/22,47.841721,-0.001024338
2012/2/23,47.79274,0.004261534
2012/2/24,47.996845,-0.005629099
2012/2/27,47.727425,0.008007446
2012/2/28,48.111134,0.002542268
2012/2/29,48.233601,-0.004410566
2012/3/1,48.021332,0.003225046
2012/3/2,48.176453,0.006587232
2012/3/5,48.49485,-0.007265511
2012/3/6,48.143787,0.014979862
2012/3/7,48.870403,0.005157903
2012/3/8,49.123123,0.005173318
2012/3/9,49.377911,0.009936994
2012/3/12,49.871025,0.005259766
2012/3/13,50.134026,0.001310705
2012/3/14,50.19978,0.002452757
2012/3/15,50.323059,-0.006389897
2012/3/16,50.002525,-0.001644869
2012/3/19,49.920345,-0.002307653
2012/3/20,49.805279,-0.000660289
2012/3/21,49.772404,0.001484841
2012/3/22,49.846363,0.001647689
2012/3/23,49.928562,0.007379905
2012/3/26,50.298393,-0.001798971
2012/3/27,50.207989,0.001635592
2012/3/28,50.290176,-0.006064943
2012/3/29,49.986092,0.006228322
2012/3/30,50.298393,0.002611065
2012/4/2,50.429897,-0.011638659
2012/4/3,49.846363,-0.006450961
2012/4/4,49.525841,0.00678082
2012/4/5,49.862808,-0.008940449
2012/4/9,49.418999,-0.003331552
2012/4/10,49.254631,-0.002171614
2012/4/11,49.147785,0.005669566
2012/4/12,49.427223,-0.006171484
2012/4/13,49.123123,0.013461102
2012/4/16,49.788845,0.021070457
2012/4/17,50.849049,0.003066227
2012/4/18,51.005203,-0.005007694
2012/4/19,50.750423,0.011272291
2012/4/20,51.325733,-0.047718035
2012/4/23,48.934086,-0.030178739
2012/4/24,47.479378,-0.007122279
2012/4/25,47.142418,0.027342554
2012/4/26,48.449196,0.001356172
2012/4/27,48.514946,-0.00203503
2012/4/30,48.416317,0.002712345
2012/5/1,48.547817,-0.001016257
2012/5/2,48.498505,-0.000338996
2012/5/3,48.482067,-0.004928209
2012/5/4,48.243725,0.008312986
