Date,Adj Close,log return
2012/1/3,51.607742,-0.000448696
2012/1/4,51.584591,-0.004200468
2012/1/5,51.368366,-0.002408152
2012/1/6,51.244812,0.004210575
2012/1/9,51.461037,-0.004662976
2012/1/10,51.221634,-0.009847823
2012/1/11,50.719688,0.001977472
2012/1/12,50.820084,0
2012/1/13,50.820084,0.006814947
2012/1/17,51.167603,0.004477157
2012/1/18,51.397202,0.00075705
2012/1/19,51.436127,0.002267582
2012/1/20,51.552895,-0.018746242
2012/1/23,50.595474,-0.007722326
2012/1/24,50.206264,0.007414741
2012/1/25,50.579914,-0.002774213
2012/1/26,50.439789,-0.007746014
2012/1/27,50.050591,-0.017097033
2012/1/30,49.202148,-0.002693099
2012/1/31,49.06982,0.002693099
2012/2/1,49.202148,0.001738676
2012/2/2,49.287769,-0.008723993
2012/2/3,48.859653,0.011720022
2012/2/6,49.435658,0.0029872
2012/2/7,49.583553,-0.00094243
2012/2/8,49.536846,0.006265892
2012/2/9,49.848213,-0.00250147
2012/2/10,49.723675,0.005464225
2012/2/13,49.99612,0.003884428
2012/2/14,50.190704,0.001084911
2012/2/15,50.245186,0.010019359
2012/2/16,50.751141,-0.004457643
2012/2/17,50.525414,-0.00757779
2012/2/21,50.14399,0.000310777
2012/2/22,50.159576,0.030263483
2012/2/23,51.700783,0.0043566
2012/2/24,51.926514,-0.000150108
2012/2/27,51.91872,0.010291911
2012/2/28,52.455822,0.003407042
2012/2/29,52.634846,-0.014298454
2012/3/1,51.887604,0.000149967
2012/3/2,51.895386,0.004190828
2012/3/5,52.113327,-0.001644328
2012/3/6,52.027706,-0.003897378
2012/3/7,51.825329,0.004794574
2012/3/8,52.074406,0.000448277
2012/3/9,52.097755,0.011586687
2012/3/12,52.704906,0.002802336
2012/3/13,52.85281,-0.000736826
2012/3/14,52.813881,-0.002508698
2012/3/15,52.681553,-0.006373784
2012/3/16,52.34684,-0.000594826
2012/3/19,52.315712,0
2012/3/20,52.315712,-0.000148915
2012/3/21,52.307922,0.004750672
2012/3/22,52.557011,-0.001333785
2012/3/23,52.486958,0.000444831
2012/3/26,52.510311,-0.00460586
2012/3/27,52.269012,0.000595587
2012/3/28,52.300152,-0.002682842
2012/3/29,52.160027,0.002980311
2012/3/30,52.315712,0.005193987
2012/4/2,52.588146,-0.006980877
2012/4/3,52.222313,0.002530655
2012/4/4,52.354637,0.000742848
2012/4/5,52.393543,-0.007455932
2012/4/9,52.004353,-0.00690885
2012/4/10,51.646301,0.001355345
2012/4/11,51.716347,-0.005281639
2012/4/12,51.44392,-0.004245769
2012/4/13,51.225964,0.014631947
2012/4/16,51.98101,0.003587447
2012/4/17,52.167824,-0.004036731
2012/4/18,51.957661,-0.002700628
2012/4/19,51.817532,0.014021726
2012/4/20,52.549221,-0.012820576
2012/4/23,51.87981,0.005237379
2012/4/24,52.152237,0.006780427
2012/4/25,52.507053,-0.000298843
2012/4/26,52.491364,-0.03701591
2012/4/27,50.58387,-0.012492555
2012/4/30,49.955879,-0.001100516
2012/5/1,49.900932,0.006429148
2012/5/2,50.222786,0.008249588
2012/5/3,50.638817,-0.003571739
2012/5/4,50.458271,-0.000466871
2012/5/7,50.434719,-0.001401763
2012/5/8,50.364071,-0.007666343
2012/5/9,49.979439,0.007354465
2012/5/10,50.348366,-0.007197553
2012/5/11,49.987282,-0.001571393
2012/5/14,49.908794,0.002199476
2012/5/15,50.018688,0.008905406
2012/5/16,50.466114,-0.005146108
2012/5/17,50.207077,-0.00690278
2012/5/18,49.861702,-0.00204916
2012/5/21,49.759632,-0.003793246
2012/5/22,49.571239,-0.012107724
2012/5/23,48.974663,0.002881011
2012/5/24,49.115963,-0.001279303
2012/5/25,49.053169,0.007334032
2012/5/29,49.414249,-0.010058155
2012/5/30,48.919724,-0.000481721
2012/5/31,48.896164,-0.011950895
2012/6/1,48.315289,-0.002440154
2012/6/4,48.197536,-0.00375291
2012/6/5,48.016994,0.010246553
2012/6/6,48.511532,0.015414499
2012/6/7,49.265106,-0.000159213
2012/6/8,49.257263,-0.003352287
2012/6/11,49.092415,0.003511499
2012/6/12,49.265106,-0.003031947
2012/6/13,49.115963,0.009701795
2012/6/14,49.594795,-0.004759569
2012/6/15,49.359306,-0.009427372
2012/6/18,48.896164,-0.0012852
2012/6/19,48.833363,-0.029691945
2012/6/20,47.40472,-0.010654234
2012/6/21,46.90234,0.001337844
2012/6/22,46.96513,-0.008729525
2012/6/25,46.556931,-0.000674649
2012/6/26,46.525532,0.011908003
2012/6/27,47.08287,0.005155109
2012/6/28,47.326214,0.015797698
2012/6/29,48.079796,-0.000980102
2012/7/2,48.032696,0.002774131
2012/7/3,48.16613,-0.000162846
2012/7/5,48.158287,-0.001141764
2012/7/6,48.103333,0.004396585
2012/7/9,48.315289,0.002920024
2012/7/10,48.456577,-0.005360178
2012/7/11,48.197536,0.036774544
2012/7/12,50.002972,0.02158645
2012/7/13,51.094093,-0.004310675
2012/7/16,50.874317,0.008297348
2012/7/17,51.298195,0.000493872
2012/7/18,51.323536,0.001541379
2012/7/19,51.402706,-0.002930985
2012/7/20,51.252266,-0.005266431
2012/7/23,50.983059,-0.005762815
