VOO
0.029075983
0.041927776
0.032492619
-0.006389824
-0.061915523
0.040525765
0.011970308
0.024758651
0.025196799
-0.019763141
0.005708449
0.010083036
0.050402927
0.013185898
0.03548748
0.020721946
0.022976802
-0.015192492
0.051682065
-0.03130183
0.033334474
0.043706207
0.029520375
0.026031586
-0.035932167
0.044643854
0.008765182
0.007210974
0.02268556
0.020674103
-0.013861479
0.038957598
-0.013902378
0.023748307
0.027204324
-0.003058407
-0.029135649
0.054294315
-0.01583269
0.009992625
0.012429081
-0.019661966
0.021530955
-0.063326329
-0.024964816
0.081131954
0.004241745
-0.017535417
-0.050355929
-0.002083937
0.06647457
0.003494256
0.017393544
0.003217522
0.036174451
0.001203589
0.000289987
-0.0180796
0.036579806
0.020508193
0.017669734
0.038029161
0.001317795
0.010346121
0.013946065
0.006276937
0.020415306
0.002907926
0.020216517
0.023004294
0.030118143
0.01274528
0.054348271
-0.037972008
-0.024985823
0.003463991
0.023876895
0.007556054
0.035009719
0.031690636
0.005744808
-0.070826707
0.018675812
-0.092632848
0.076216185
0.031981957
0.019073184
0.039548192
-0.065583477
0.067576009
0.014495943
-0.016541375
0.019530713
0.021592092
0.03561723
0.029303173
