NKE
0.071544273
0.037095588
0.018239967
0.031140258
-0.020193767
-0.208963058
0.061522607
0.056758391
-0.02548652
-0.037902872
0.064620895
0.074370285
0.046388002
0.015315999
0.080240478
0.074906427
-0.024281406
0.032234989
-0.012006473
0.005059178
0.145242325
0.042054868
0.04364761
-7.14738E-05
-0.076477745
0.078284749
-0.058376398
-0.012397096
0.059175064
0.008286949
-0.005430431
0.030390479
0.127145749
0.041395799
0.065767736
-0.026384475
-0.041407181
0.057245941
0.032517189
-0.014962371
0.033690178
0.060584103
0.064527136
-0.030579122
0.100747704
0.063485697
0.009494671
-0.051759053
-0.007870962
-0.006795953
0.000624424
-0.042029401
-0.065194651
0.002554922
0.005420011
0.037833739
-0.085033894
-0.048049654
-0.002194495
0.018666165
0.039916533
0.07745103
-0.022224685
-0.005758571
-0.044656853
0.110836899
0.000847065
-0.108253507
-0.018345623
0.058796451
0.094168668
0.037961803
0.08677162
-0.017597635
-0.005820624
0.028927425
0.048657815
0.106923456
-0.035382741
0.068979412
0.03019657
-0.121330507
0.004029416
-0.01313176
0.099299541
0.045948042
-0.015319653
0.042089552
-0.127001721
0.084599471
0.024474595
-0.015364477
0.105691848
-0.047646199
0.045663233
0.080330639
