WMT
0.016928503
-0.037865628
0.041917234
-0.038136243
0.11766706
0.057563817
0.065371486
-0.019507082
0.016394001
0.016395682
-0.040810798
-0.04853242
0.024896348
0.011795487
0.062073704
0.037893138
-0.031780062
-0.004687535
0.045274709
-0.05969991
0.013339043
0.037028689
0.0540192
-0.023251686
-0.052304053
0.000267924
0.029325995
0.042019413
-0.031408956
-0.022392662
-0.020047927
0.032325532
0.012766133
-0.002618795
0.137816057
-0.013573648
-0.010534983
-0.012432778
-0.014231627
-0.052413407
-0.043351705
-0.046013494
0.014695108
-0.099358504
0.001697834
-0.124669674
0.027568921
0.049299113
0.079314731
-0.000301543
0.039270426
-0.023937162
0.064121093
0.03115665
-0.000684836
-0.014368198
0.009473358
-0.029550459
0.005838374
-0.011643426
-0.035039902
0.060889176
0.023409199
0.042108614
0.05115623
-0.037857874
0.055387734
-0.018025368
0.000896247
0.110962815
0.107614403
0.020768492
0.07649201
-0.169162658
-0.005677255
-0.005748786
-0.062987265
0.03698623
0.040948159
0.077462679
-0.020551783
0.065629163
-0.02657651
-0.041736413
0.028364671
0.032443098
-0.009492571
0.053014378
-0.008408763
0.085457492
-0.00099604
0.039457995
0.037954202
-0.012037047
0.01548577
0.002373922
