Date,Adj Close,log return
2012/1/3,54.110836,0.009544126
2012/1/4,54.629749,0.002772662
2012/1/5,54.781429,-0.001604128
2012/1/6,54.693623,-0.001314618
2012/1/9,54.621769,0.003647214
2012/1/10,54.82135,-0.001019922
2012/1/11,54.765465,-0.006728288
2012/1/12,54.398224,0.001759648
2012/1/13,54.49403,-0.009124423
2012/1/17,53.999065,0.003099985
2012/1/18,54.166721,0.018110476
2012/1/19,55.156643,0.032887988
2012/1/20,57.000793,-0.003507376
2012/1/23,56.80122,0.016448291
2012/1/24,57.743229,0.025794958
2012/1/25,59.25209,0.004972823
2012/1/26,59.547474,-0.013769233
2012/1/27,58.73317,-0.006272212
2012/1/30,58.365936,0.005048253
2012/1/31,58.661327,0.023137762
2012/2/1,60.034443,0.013603982
2012/2/2,60.856731,0.003143383
2012/2/3,61.048328,0.016085382
2012/2/6,62.038254,0.024155564
2012/2/7,63.555069,0.017926558
2012/2/8,64.704666,-0.002099485
2012/2/9,64.568962,-0.031270196
2012/2/10,62.58112,0.006611756
2012/2/13,62.996262,0.013718574
2012/2/14,63.866436,0.031498349
2012/2/15,65.910141,0.013116561
2012/2/16,66.78035,-0.003472942
2012/2/17,66.548828,-0.001681051
2012/2/21,66.43705,0.013012748
2012/2/22,67.307228,-0.002850782
2012/2/23,67.115623,0.005575111
2012/2/24,67.490845,-0.011181118
2012/2/27,66.740425,0.012481737
2012/2/28,67.578682,-0.023184681
2012/2/29,66.029915,0.004343007
2012/3/1,66.317307,-0.018222299
2012/3/2,65.119797,-0.004053611
2012/3/5,64.856361,-0.013507762
2012/3/6,63.986187,0.007086429
2012/3/7,64.441231,0.022054331
2012/3/8,65.878227,0.015511416
2012/3/9,66.908058,-0.012365738
2012/3/12,66.085785,0.014273313
2012/3/13,67.035812,-0.005134061
2012/3/14,66.692528,0.021317515
2012/3/15,68.129509,0.000703119
2012/3/16,68.177429,-0.001875604
2012/3/19,68.049675,-0.006827401
2012/3/20,67.586655,-0.008302616
2012/3/21,67.027832,0.005581932
2012/3/22,67.403023,-0.007966769
2012/3/23,66.868172,0.007018796
2012/3/26,67.339157,0.023513407
2012/3/27,68.941292,0.01230147
2012/3/28,69.794609,-0.007409226
2012/3/29,69.279396,0.008792373
2012/3/30,69.891212,-0.001498478
2012/4/2,69.78656,-0.005436382
2012/4/3,69.408203,-0.030858612
2012/4/4,67.299072,0.003105246
2012/4/5,67.508377,-0.026094546
2012/4/9,65.769562,-0.009346325
2012/4/10,65.157722,0.019211723
2012/4/11,66.421616,0.006041652
2012/4/12,66.824127,-0.019340221
2012/4/13,65.544151,-0.002213354
2012/4/16,65.399239,0.002458701
2012/4/17,65.560234,0.00135006
2012/4/18,65.648804,0.002938368
2012/4/19,65.841988,-0.015400771
2012/4/20,64.835739,-0.013877914
2012/4/23,63.942169,0.016234235
2012/4/24,64.988693,0.007773359
2012/4/25,65.495842,0.005760309
