VIG
0.014551659
0.027268636
0.020701677
-0.003421657
-0.044685435
0.021512743
0.01939109
0.018852368
0.018509686
-0.012646517
0.01432081
0.004743712
0.057568504
0.011502693
0.033322174
0.016604384
0.011460981
-0.01526641
0.052666942
-0.036335837
0.038937558
0.040815961
0.02290519
0.019438144
-0.051404887
0.047810267
0.007870784
0.010051511
0.015927364
0.014737615
-0.033658355
0.035836923
-0.010122347
0.02616524
0.031649638
0.001199857
-0.034343881
0.054349163
-0.02294538
-0.002114879
0.009543348
-0.02568445
0.021403149
-0.060460884
-0.018541313
0.065225044
0.002664262
-0.008717261
-0.023156615
0.011255218
0.060874675
-0.003328265
0.009463358
0.02347761
0.022686643
0.00011746
-0.009859288
-0.019490543
0.0293312
0.01162721
0.017456426
0.042353025
-0.000721467
0.017086785
0.015616901
0.002742535
0.007311066
-0.003648846
0.023502621
0.020776332
0.043867704
0.014303611
0.048962861
-0.041152517
-0.013439629
-0.009345886
0.017526156
0.003021296
0.045777176
0.027627548
0.016660243
-0.065707472
0.040551835
-0.091526327
0.061278997
0.044785725
0.011377577
0.036537101
-0.047450114
0.064176449
0.022071369
0.005843779
0.014364732
0.000250836
0.024201064
0.02198941
