GOOG
-0.137185614
0.063675137
0.036510935
-0.05842327
-0.040470791
-0.001360975
0.087274236
0.079127165
0.096505081
-0.103521396
0.026215142
0.012818992
0.066063208
0.058479409
-0.00878788
0.037539294
0.055032528
0.010447691
0.00834794
-0.047107538
0.033680724
0.162613664
0.027760234
0.056080449
0.052373667
0.028942814
-0.086376177
-0.055956158
0.061185194
0.027116501
-0.006417429
1.17094E-16
0.010026495
-0.032173361
-0.031340254
-0.028890926
0.015307789
0.043706326
-0.018800258
-0.016902435
-0.009780885
-0.022041087
0.18391803
-0.011834243
-0.016027501
0.155539757
0.043752347
0.021686159
-0.021214905
-0.0627392
0.065427554
-0.072272675
0.059805129
-0.061119153
0.105087403
-0.002265849
0.01326151
0.009284048
-0.034361405
0.018015246
0.031839757
0.032620231
0.007684078
0.088099742
0.062987818
-0.059934999
0.023674078
0.009444797
0.020838882
0.05825261
0.004680912
0.024171725
0.11159669
-0.057351472
-0.068305747
-0.014113631
0.064389196
0.027866455
0.087165223
0.000763663
-0.020501096
-0.102899168
0.016267891
-0.055243119
0.075091735
0.003174948
0.046571571
0.012846298
-0.074070412
-0.020801441
0.118322572
-0.02377051
0.025675478
0.033168156
0.034973352
0.024270913
