Date,Adj Close,log return
2012/1/3,12.922127,0.011331435
2012/1/4,13.069386,0.035285685
2012/1/5,13.538781,-0.011624175
2012/1/6,13.382315,0
2012/1/9,13.382315,-0.004134953
2012/1/10,13.327094,-0.0202312
2012/1/11,13.06018,-0.006362299
2012/1/12,12.977351,-0.026591782
2012/1/13,12.636808,-0.015413177
2012/1/17,12.443528,0.033457785
2012/1/18,12.866904,0.026122101
2012/1/19,13.207443,-0.009100494
2012/1/20,13.087794,0.027056806
2012/1/23,13.446742,0.022335868
2012/1/24,13.750466,-0.006042305
2012/1/25,13.667632,-0.009472176
2012/1/26,13.538781,0.013504384
2012/1/27,13.722854,-0.007404822
2012/1/30,13.621614,-0.00202913
2012/1/31,13.594002,0.010774465
2012/2/1,13.741262,0.036822297
2012/2/2,14.256678,0.02108043
2012/2/3,14.560405,-0.00761442
2012/2/6,14.449957,0.002544449
2012/2/7,14.486771,0.035573092
2012/2/8,15.011386,-0.000613189
2012/2/9,15.002184,-0.024846152
2012/2/10,14.63403,0.015601088
2012/2/13,14.864127,0.005557342
2012/2/14,14.946962,-0.004319758
2012/2/15,14.882534,0.017168054
2012/2/16,15.140244,-0.037156063
2012/2/17,14.588015,0.005034599
2012/2/21,14.661645,-0.006929042
2012/2/22,14.560405,0.005672459
2012/2/23,14.643233,-0.007570911
2012/2/24,14.532789,-0.020473997
2012/2/27,14.23827,-0.009090963
2012/2/28,14.109417,-0.011811211
2012/2/29,13.943748,0.006579118
2012/3/1,14.035788,0.008488154
2012/3/2,14.155433,-0.034394909
2012/3/5,13.676836,-0.009465697
2012/3/6,13.547986,0.006095577
2012/3/7,13.630821,0.00337012
2012/3/8,13.676836,-0.00269548
2012/3/9,13.64002,-0.015641315
2012/3/12,13.428332,0.013615147
2012/3/13,13.612411,-0.028808702
2012/3/14,13.22585,0.014508202
2012/3/15,13.419132,0.001370758
2012/3/16,13.437539,0.002736041
2012/3/19,13.474355,-0.016529372
2012/3/20,13.253463,0.004157953
2012/3/21,13.308685,-0.001383964
2012/3/22,13.290279,0.00758888
2012/3/23,13.391521,0.011616156
2012/3/26,13.547986,0.006770217
2012/3/27,13.64002,0.022682837
2012/3/28,13.95295,0.004606747
2012/3/29,14.017376,0.011100591
2012/3/30,14.173844,-0.004555847
2012/4/2,14.109417,-0.016442412
2012/4/3,13.879321,-0.028928943
2012/4/4,13.483559,-0.001366299
2012/4/5,13.465149,-0.013071926
2012/4/9,13.290279,-0.019581257
2012/4/10,13.03257,0.012631954
2012/4/11,13.198241,0.02343341
2012/4/12,13.511173,-0.036065364
2012/4/13,13.03257,-0.012078108
2012/4/16,12.876108,0.002142296
2012/4/17,12.903722,-0.010756652
2012/4/18,12.765665,-0.015256721
2012/4/19,12.572381,-0.01996358
2012/4/20,12.32388,-0.012021124
2012/4/23,12.17662,-0.031480817
2012/4/24,11.799261,0.020078095
2012/4/25,12.038562,0.000764168
