HD
0.052016565
0.06918827
0.062139886
0.028993272
-0.042578908
0.071367939
-0.015403673
0.089086644
0.061836715
0.016591778
0.062873955
-0.050751776
0.078785909
0.023335973
0.023997026
0.049895017
0.069892398
-0.010300374
0.019936676
-0.059162182
0.02334166
0.026540166
0.035068712
0.025391718
-0.069001452
0.065229468
-0.030257
0.004790395
0.009015071
0.014888256
-0.001359814
0.145366006
-0.013963685
0.061099254
0.019094544
0.059286954
-0.005253199
0.094334514
-0.00485198
-0.06012949
0.040664863
0.00269144
0.051729427
-0.004882462
-0.003284976
0.068190226
0.079569747
-0.007832965
-0.05031867
-0.013126586
0.077811757
0.003441606
-0.008143001
-0.034105124
0.07938596
-0.025141387
-0.041406421
-0.053225652
0.064101141
0.035528436
0.025768696
0.05190769
0.019229696
0.061221408
-0.010968841
-0.000716834
-0.025083697
0.007699344
0.087411557
0.013481566
0.086348062
0.052590952
0.058259886
-0.097318084
-0.016671431
0.036143281
0.015008252
0.044813029
0.012327553
0.021432807
0.031283183
-0.163641099
0.030894948
-0.048285534
0.065930568
0.008734262
0.043228738
0.059726076
-0.070413966
0.098149282
0.02713258
0.064424365
0.023960851
0.010973105
-0.06185369
-0.003330889
