CAT
0.153826498
0.045590857
-0.069706132
-0.031618396
-0.159484244
-0.031417256
-0.001909556
0.013212712
0.008285988
-0.008378336
0.005057354
0.055740267
0.093471805
-0.063136709
-0.060238856
-0.02039882
0.013257811
-0.03934242
0.012025641
-0.004472413
0.010365255
0.006499354
0.01476576
0.070835121
0.046623804
0.032064855
0.024448727
0.064783215
-0.030537426
0.06109051
-0.069370163
0.079347793
-0.096567118
0.031337687
-0.008019419
-0.094485311
-0.126849177
0.035983699
-0.035233592
0.090379785
-0.018118772
-0.005877339
-0.066586957
-0.028246856
-0.156595741
0.121525806
-0.004669217
-0.066734307
-0.062534055
0.08408837
0.122727355
0.025002115
-0.069388161
0.044506016
0.097301874
-0.009835634
0.079939528
-0.052892786
0.135386688
-0.029954247
0.039263608
0.010399344
-0.041184181
0.105775169
0.030528634
0.019071409
0.065833464
0.03059345
0.059637861
0.091138949
0.038639977
0.11011025
0.037097028
-0.051364334
-0.048020863
-0.015681899
0.050977986
-0.113062731
0.064310858
-0.035029415
0.093704784
-0.222314392
0.111793889
-0.06548748
0.053226106
0.030908076
-0.013561802
0.034636303
-0.151583799
0.128877803
-0.026821019
-0.101175283
0.059615713
0.094893687
0.049066476
0.020177878
