TM
0.080746224
0.118327212
0.056832022
-0.059804317
-0.061656812
0.04563269
-0.050587183
0.03984423
-0.005575468
-0.01333523
0.105386465
0.080007192
0.022479963
0.073073809
0.012686662
0.12494544
0.010690945
0.026112608
0.010224445
-0.009147669
0.067275129
0.010798206
-0.034349161
-0.025348699
-0.060522048
0.004694369
-0.002839715
-0.040489904
0.042348138
0.05629378
-0.014054624
-0.031598271
0.038377069
0.031985205
0.014561926
0.018905839
0.026502482
0.049362812
0.047002723
-0.006238582
-0.008161446
-0.030483943
-0.002170379
-0.119902227
0.004497008
0.044525971
0.014572857
-0.011153614
-0.024767754
-0.142389751
0.058950067
-0.044426104
0.016674372
-0.033631499
0.109850838
0.077806937
-0.023535228
-0.003452351
0.024511157
-0.011284188
-0.01244922
-0.022718231
-0.023209989
-0.00442892
-0.005563757
-0.023712138
0.071820119
0.001239988
0.068245798
0.039730593
0.018695054
0.006548111
0.081149031
-0.024366351
-0.014688362
0.004668051
-0.023248736
0.006542569
0.023250558
-0.060662428
0.016325355
-0.060498905
0.03714844
-0.045470032
0.059285833
-0.017444389
-0.025266998
0.046196457
-0.049931554
0.053081939
0.039999002
0.01216898
0.042438932
0.029741409
0.011910056
0.002350747
