MSFT
0.098124478
0.078732737
0.016250476
-0.007467411
-0.085994142
0.046846819
-0.037300345
0.051393963
-0.034998755
-0.041858749
-0.061459894
0.00337508
0.027328346
0.020915085
0.028720172
0.145776995
0.059941322
-0.010368852
-0.081394599
0.054854296
-0.00359939
0.062037781
0.08156263
-0.019063833
0.011428981
0.019814915
0.06761753
-0.014498619
0.020307528
0.018393819
0.034413177
0.057484614
0.020264353
0.012646118
0.024439237
-0.028858695
-0.139546431
0.089036273
-0.075529991
0.179201499
-0.03080379
-0.059571501
0.056151236
-0.063951098
0.01686089
0.173394812
0.038686254
0.020577959
-0.007054505
-0.072343909
0.082036148
-0.102086642
0.067842626
-0.035138713
0.102267928
0.019881107
0.002433504
0.039487673
0.012391115
0.030721292
0.039598201
-0.004373293
0.028960769
0.038718422
0.025672669
-0.013115358
0.053249886
0.033389221
-0.003751964
0.110342058
0.016841127
0.016145792
0.104997808
-0.008450645
-0.027022909
0.024353108
0.059652183
-0.002329639
0.073020795
0.061088359
0.017997781
-0.068387281
0.041798056
-0.0877906
0.027768804
0.074511326
0.051409361
0.10196321
-0.050746888
0.079843759
0.017096914
0.014924917
0.00845095
0.030738906
0.057761597
0.040901238
