SPB
0.160070988
-0.051293376
0.127482556
-0.003868619
-0.080689036
0.492593552
0.17286285
-0.083228859
0.008338539
0.037257065
-0.023122594
-0.106010234
0.064213097
0.04896101
-0.036842808
0.090234311
-0.043190787
-0.133863125
0.054206999
0.148201974
0.120801027
0.048927955
0.100580757
-0.012578511
0.002527902
-0.041403432
0.074674272
-0.047727774
0.041317567
0.070118383
-0.079452324
0.102788991
0.013042232
0.001523347
0.046721311
0.031566498
-0.125493091
-0.004725028
0.012903289
0.003998336
0.05033608
-0.009188335
0.091807376
-0.097022748
-0.093525923
0.136829385
0.021542602
-0.009541337
-0.110618613
-0.036389407
0.179597515
0.033183347
-0.087918258
0.044683375
0.081106435
0.086327704
-0.029496843
-0.042947463
0.037859618
-1.0842E-16
0.078459409
0.09204992
0.049877834
0.035091241
-0.049594447
-0.068729486
-0.06653558
-0.043963422
-0.011465044
0.038333299
0.071388656
-0.023324544
0.073897183
-0.140488857
0.043377135
-0.383275137
0.126339808
0.031822464
0.078144493
-0.001120138
-0.15043468
-0.139181989
-0.26587065
-0.155941119
0.27960229
-0.023175765
0.011197923
0.116849628
-0.14964621
0.02066967
-0.07049507
0.11709425
-0.058032659
-0.048780689
0.226020406
0.027917634
