NVDA
0.050687553
0.02540257
0.016367058
-0.16941834
-0.044836521
0.106004137
-0.020468371
0.035549316
-0.050430956
-0.10752856
0.005595977
0.023938588
-2.24647E-16
0.038221643
0.013338759
0.070706117
0.054651907
-0.030167008
0.028091677
0.026270343
0.053460397
-0.024066184
0.032034718
0.026567121
-0.020177229
0.162107622
-0.025904121
0.030788587
0.032886175
-0.02450818
-0.057729451
0.110059919
-0.052782586
0.057399154
0.074851964
-0.044863306
-0.043319031
0.142698808
-0.052582189
0.05890843
0.001459956
-0.095716855
-0.007988104
0.123595508
0.092150879
0.140555271
0.115405298
0.038347311
-0.118048582
0.07192376
0.127654585
-0.002810472
0.276388373
0.006188177
0.194443508
0.073469164
0.110693511
0.037805337
0.260525146
0.146435819
0.022602064
-0.071874841
0.070843746
-0.043434146
0.326022165
0.001453822
0.117044653
0.042639549
0.053601188
0.14570031
-0.029244643
-0.036583706
0.239240642
-0.014959258
-0.043969121
-0.029312697
0.115145068
-0.062544624
0.03304852
0.137075503
0.001210602
-0.287373679
-0.253667374
-0.202283306
0.073974228
0.071593891
0.151869979
0.007987589
-0.288679753
0.192591357
0.026972621
-0.006208021
0.038414519
0.143946881
0.076031606
0.082162814
