CHEF
0.168477572
-0.004276557
0.097040241
0.043963167
-0.238458796
-0.05392142
-0.11122558
-0.049502492
0.06364346
-0.05457604
0.019157674
4.16334E-17
0.048157453
0.081571654
0.025775982
-0.004340756
0.026296124
-0.093193666
0.153319662
0.141170519
0.000432994
0.036553114
0.068547628
0.127864548
-0.211127514
-0.015365261
-0.08291421
-0.063168743
-0.083533113
0.067476571
-0.117972735
0.072439726
-0.149924524
0.094415281
-0.037051944
0.291160438
-0.074308403
-0.054274978
0.10175085
-0.20842851
0.029222914
0.124692444
-0.210976754
-0.127569194
-0.06691916
0.067579444
0.256508105
-0.16029824
-0.237788638
0.361151654
0.072554791
-0.051578721
-0.23857071
0.05260995
0.009331327
-0.382208246
0.010830431
0.023071121
0.127482433
0.198914152
0.055398839
-0.17635145
-0.007168489
-0.018149319
0.10426101
-0.153051174
0.109199292
0.173663494
0.112292901
0.033124149
0.0149256
0.012270093
-0.007343974
0.10265411
0.019759194
0.052922401
0.114800393
0.046687077
-0.055920753
0.08701134
0.212199475
-0.077775593
0.125058186
-0.175366034
0.004368151
-0.003430566
-0.030449515
0.051164494
-0.031393409
0.101976204
0.039143968
0.056244027
0.044113564
-0.196408377
0.070782192
0.069255302
